event_id,session_id,user_id,event_ts,event_name,page_url,product_id
E0009612,S002442,U0074,2025-04-11T15:08:40Z,page_view,/search,
E0009613,S002442,U0074,2025-04-11T15:09:55Z,view_item,/product/p0071,P0071
E0009617,S002442,U0074,2025-04-11T15:11:05Z,page_view,/,
E0009615,S002442,U0074,2025-04-11T15:11:32Z,page_view,/help,
E0009614,S002442,U0074,2025-04-11T15:12:01Z,add_to_cart,/product/p0071,P0071
E0009616,S002442,U0074,2025-04-11T15:36:31Z,page_view,/category/electronics,
E0004405,S001124,U0075,2025-04-15T04:19:35Z,page_view,/category/electronics,
E0004406,S001124,U0075,2025-04-15T04:19:55Z,page_view,/category/electronics,
E0001338,S000348,U0215,2025-04-15T13:10:14Z,page_view,/category/electronics,
E0001339,S000348,U0215,2025-04-15T13:17:55Z,page_view,/category/shoes,
E0001340,S000348,U0215,2025-04-15T13:29:58Z,page_view,/help,
E0002288,S000593,U0222,2025-04-18T15:44:52Z,page_view,/category/shoes,
E0002289,S000593,U0222,2025-04-18T15:45:24Z,page_view,/search,
E0002290,S000593,U0222,2025-04-18T15:45:36Z,view_item,/product/p0485,P0485
E0005327,S001352,U0165,2025-04-18T15:46:23Z,page_view,/category/home,
E0005328,S001352,U0165,2025-04-18T15:49:11Z,view_item,/product/p0301,P0301
E0005329,S001352,U0165,2025-04-18T15:51:30Z,page_view,/category/electronics,
E0002291,S000593,U0222,2025-04-18T15:55:01Z,page_view,/category/beauty,
E0001107,S000286,U0037,2025-04-20T19:53:09Z,page_view,/category/home,
E0001108,S000286,U0037,2025-04-20T19:53:34Z,page_view,/category/home,
E0001109,S000286,U0037,2025-04-20T19:54:58Z,page_view,/search,
E0001110,S000286,U0037,2025-04-20T19:56:07Z,view_item,/product/p0458,P0458
E0008641,S002190,U0222,2025-04-23T06:19:19Z,page_view,/,
E0008642,S002190,U0222,2025-04-23T06:21:09Z,view_item,/product/p0001,P0001
E0008644,S002190,U0222,2025-04-23T06:23:29Z,page_view,/category/home,
E0008645,S002190,U0222,2025-04-23T06:30:11Z,page_view,/category/home,
E0008643,S002190,U0222,2025-04-23T06:35:33Z,page_view,/help,
E0000859,S000222,U0189,2025-04-24T03:08:09Z,page_view,/category/home,
E0009648,S002453,U0156,2025-04-27T23:01:36Z,page_view,/category/shoes,
E0009649,S002453,U0156,2025-04-27T23:01:58Z,page_view,/category/shoes,
E0009651,S002453,U0156,2025-04-27T23:04:29Z,page_view,/help,
E0009650,S002453,U0156,2025-04-27T23:18:00Z,page_view,/category/electronics,
E0004632,S001175,U0215,2025-04-29T06:17:09Z,page_view,/category/home,
E0004633,S001175,U0215,2025-04-29T06:17:14Z,page_view,/category/home,
E0004634,S001175,U0215,2025-04-29T06:18:30Z,page_view,/search,
E0004635,S001175,U0215,2025-04-29T06:20:25Z,view_item,/product/p0219,P0219
E0004637,S001175,U0215,2025-04-29T06:21:43Z,page_view,/pricing,
E0004636,S001175,U0215,2025-04-29T06:34:51Z,page_view,/pricing,
E0004435,S001132,U0017,2025-05-01T20:06:55Z,page_view,/,
E0004438,S001132,U0017,2025-05-01T20:09:17Z,page_view,/category/beauty,
E0004436,S001132,U0017,2025-05-01T20:09:51Z,view_item,/product/p0363,P0363
E0004439,S001132,U0017,2025-05-01T20:10:21Z,page_view,/pricing,
E0004437,S001132,U0017,2025-05-01T20:11:39Z,page_view,/category/home,
E0003339,S000853,U0173,2025-05-08T02:49:36Z,page_view,/category/shoes,
E0003340,S000853,U0173,2025-05-08T02:52:14Z,view_item,/product/p0279,P0279
E0003341,S000853,U0173,2025-05-08T02:53:06Z,add_to_cart,/product/p0279,P0279
E0009568,S002430,U0049,2025-05-08T19:01:49Z,page_view,/category/home,
E0009569,S002430,U0049,2025-05-08T19:02:02Z,page_view,/category/home,
E0009570,S002430,U0049,2025-05-08T19:17:28Z,page_view,/category/shoes,
E0000352,S000088,U0225,2025-05-12T16:02:07Z,page_view,/,
E0000353,S000088,U0225,2025-05-12T16:02:14Z,page_view,/,
E0000354,S000088,U0225,2025-05-12T16:03:37Z,page_view,/search,
E0000355,S000088,U0225,2025-05-12T16:04:31Z,view_item,/product/p0273,P0273
E0000356,S000088,U0225,2025-05-12T16:07:24Z,add_to_cart,/product/p0273,P0273
E0000357,S000088,U0225,2025-05-12T16:09:04Z,begin_checkout,/checkout,P0273
E0000358,S000088,U0225,2025-05-12T16:10:44Z,page_view,/category/beauty,
E0007320,S001860,U0125,2025-05-12T20:32:45Z,page_view,/category/home,
E0007321,S001860,U0125,2025-05-12T20:35:21Z,page_view,/category/electronics,
E0007376,S001873,U0215,2025-05-13T00:52:58Z,page_view,/category/home,
E0007377,S001873,U0215,2025-05-13T00:53:16Z,page_view,/category/home,
E0007378,S001873,U0215,2025-05-13T00:53:49Z,page_view,/search,
E0007379,S001873,U0215,2025-05-13T00:55:58Z,view_item,/product/p0050,P0050
E0007382,S001873,U0215,2025-05-13T00:56:49Z,page_view,/category/shoes,
E0007381,S001873,U0215,2025-05-13T00:58:24Z,page_view,/category/shoes,
E0007380,S001873,U0215,2025-05-13T01:05:17Z,page_view,/category/beauty,
E0000314,S000077,U0058,2025-05-14T19:43:52Z,page_view,/,
E0000315,S000077,U0058,2025-05-14T19:44:02Z,page_view,/,
E0000316,S000077,U0058,2025-05-14T19:45:23Z,page_view,/search,
E0000317,S000077,U0058,2025-05-14T19:46:49Z,view_item,/product/p0359,P0359
E0000318,S000077,U0058,2025-05-14T19:46:55Z,page_view,/category/home,
E0000319,S000077,U0058,2025-05-14T20:02:27Z,page_view,/search,
E0000320,S000077,U0058,2025-05-14T20:04:42Z,page_view,/category/home,
E0000448,S000112,U0158,2025-05-15T14:08:24Z,page_view,/category/shoes,
E0000449,S000112,U0158,2025-05-15T14:09:18Z,page_view,/search,
E0000450,S000112,U0158,2025-05-15T14:10:37Z,view_item,/product/p0027,P0027
E0000451,S000112,U0158,2025-05-15T14:12:16Z,add_to_cart,/product/p0027,P0027
E0000452,S000112,U0158,2025-05-15T14:20:01Z,page_view,/,
E0005181,S001321,U0014,2025-05-19T12:57:47Z,page_view,/category/electronics,
E0005182,S001321,U0014,2025-05-19T13:17:20Z,page_view,/search,
E0005003,S001271,U0151,2025-05-20T01:30:50Z,page_view,/category/shoes,
E0005004,S001271,U0151,2025-05-20T01:35:10Z,page_view,/pricing,
E0006758,S001715,U0187,2025-05-21T17:45:02Z,page_view,/category/home,
E0006759,S001715,U0187,2025-05-21T17:47:29Z,page_view,/search,
E0006760,S001715,U0187,2025-05-21T17:48:33Z,page_view,/category/electronics,
E0002993,S000761,U0017,2025-05-22T23:34:31Z,page_view,/search,
E0002994,S000761,U0017,2025-05-22T23:34:47Z,page_view,/search,
E0002995,S000761,U0017,2025-05-22T23:35:57Z,page_view,/search,
E0002996,S000761,U0017,2025-05-22T23:38:05Z,view_item,/product/p0211,P0211
E0002997,S000761,U0017,2025-05-22T23:41:04Z,add_to_cart,/product/p0211,P0211
E0003000,S000761,U0017,2025-05-22T23:43:43Z,page_view,/search,
E0002998,S000761,U0017,2025-05-22T23:44:01Z,begin_checkout,/checkout,P0211
E0002999,S000761,U0017,2025-05-22T23:44:56Z,purchase,/thank-you,P0211
E0008219,S002086,U0003,2025-05-23T04:03:57Z,page_view,/category/beauty,
E0003522,S000897,U0017,2025-05-25T13:15:35Z,page_view,/search,
E0003523,S000897,U0017,2025-05-25T13:17:14Z,page_view,/search,
E0003524,S000897,U0017,2025-05-25T13:19:18Z,view_item,/product/p0197,P0197
E0003525,S000897,U0017,2025-05-25T13:23:55Z,page_view,/,
E0003526,S000897,U0017,2025-05-25T13:30:47Z,page_view,/category/electronics,
E0003527,S000897,U0017,2025-05-25T13:31:40Z,page_view,/search,
E0007723,S001962,U0222,2025-05-27T02:44:40Z,page_view,/category/beauty,
E0007725,S001962,U0222,2025-05-27T02:46:59Z,page_view,/category/electronics,
E0007724,S001962,U0222,2025-05-27T02:48:43Z,page_view,/category/home,
E0009386,S002386,U0089,2025-05-29T16:57:16Z,page_view,/search,
E0009387,S002386,U0089,2025-05-29T16:57:37Z,page_view,/search,
E0009388,S002386,U0089,2025-05-29T16:58:59Z,page_view,/search,
E0009389,S002386,U0089,2025-05-29T16:59:16Z,view_item,/product/p0389,P0389
E0009390,S002386,U0089,2025-05-29T16:59:43Z,add_to_cart,/product/p0389,P0389
E0009391,S002386,U0089,2025-05-29T17:02:59Z,begin_checkout,/checkout,P0389
E0009392,S002386,U0089,2025-05-29T17:04:54Z,purchase,/thank-you,P0389
E0009393,S002386,U0089,2025-05-29T17:07:54Z,page_view,/category/home,
E0009395,S002386,U0089,2025-05-29T17:07:55Z,page_view,/category/shoes,
E0009394,S002386,U0089,2025-05-29T17:22:05Z,page_view,/category/shoes,
E0001380,S000360,U0230,2025-05-30T21:46:51Z,page_view,/category/home,
E0006301,S001597,U0003,2025-05-31T22:05:27Z,page_view,/,
E0006302,S001597,U0003,2025-05-31T22:05:33Z,page_view,/,
E0006303,S001597,U0003,2025-05-31T22:07:18Z,page_view,/search,
E0006304,S001597,U0003,2025-05-31T22:08:44Z,view_item,/product/p0222,P0222
E0006305,S001597,U0003,2025-05-31T22:09:31Z,add_to_cart,/product/p0222,P0222
E0001833,S000472,U0117,2025-06-02T06:59:44Z,page_view,/category/home,
E0001834,S000472,U0117,2025-06-02T06:59:50Z,page_view,/category/home,
E0001841,S000472,U0117,2025-06-02T07:00:50Z,page_view,/pricing,
E0001840,S000472,U0117,2025-06-02T07:02:08Z,page_view,/help,
E0001839,S000472,U0117,2025-06-02T07:02:33Z,page_view,/category/home,
E0001835,S000472,U0117,2025-06-02T07:02:38Z,view_item,/product/p0391,P0391
E0001838,S000472,U0117,2025-06-02T07:02:57Z,purchase,/thank-you,P0391
E0001836,S000472,U0117,2025-06-02T07:03:13Z,add_to_cart,/product/p0391,P0391
E0001837,S000472,U0117,2025-06-02T07:04:25Z,begin_checkout,/checkout,P0391
E0007383,S001874,U0026,2025-06-02T22:12:25Z,page_view,/category/electronics,
E0007384,S001874,U0026,2025-06-02T22:13:45Z,view_item,/product/p0052,P0052
E0007385,S001874,U0026,2025-06-02T22:14:20Z,add_to_cart,/product/p0052,P0052
E0007386,S001874,U0026,2025-06-02T22:17:23Z,begin_checkout,/checkout,P0052
E0007387,S001874,U0026,2025-06-02T22:18:27Z,purchase,/thank-you,P0052
E0007474,S001897,U0203,2025-06-03T09:23:58Z,page_view,/category/electronics,
E0007475,S001897,U0203,2025-06-03T09:26:24Z,view_item,/product/p0210,P0210
E0008145,S002073,U0062,2025-06-05T12:59:54Z,page_view,/category/electronics,
E0008148,S002073,U0062,2025-06-05T13:02:44Z,page_view,/category/home,
E0008146,S002073,U0062,2025-06-05T13:03:25Z,view_item,/product/p0116,P0116
E0008150,S002073,U0062,2025-06-05T13:04:12Z,page_view,/help,
E0008147,S002073,U0062,2025-06-05T13:04:51Z,add_to_cart,/product/p0116,P0116
E0008149,S002073,U0062,2025-06-05T13:05:47Z,page_view,/category/electronics,
E0005001,S001269,U0007,2025-06-06T01:30:45Z,page_view,/category/shoes,
E0007388,S001875,U0226,2025-06-06T04:12:22Z,page_view,/category/beauty,
E0007390,S001875,U0226,2025-06-06T04:21:11Z,page_view,/pricing,
E0007391,S001875,U0226,2025-06-06T04:40:57Z,page_view,/category/shoes,
E0007389,S001875,U0226,2025-06-06T04:48:36Z,page_view,/cart,
E0004895,S001245,U0239,2025-06-07T12:43:12Z,page_view,/search,
E0004896,S001245,U0239,2025-06-07T12:43:59Z,page_view,/search,
E0004897,S001245,U0239,2025-06-07T12:46:34Z,view_item,/product/p0005,P0005
E0004898,S001245,U0239,2025-06-07T12:58:43Z,page_view,/category/shoes,
E0004899,S001245,U0239,2025-06-07T13:10:47Z,page_view,/category/home,
E0002480,S000637,U0074,2025-06-08T16:12:11Z,page_view,/category/shoes,
E0002482,S000637,U0074,2025-06-08T16:13:57Z,page_view,/help,
E0002481,S000637,U0074,2025-06-08T16:15:11Z,page_view,/help,
E0002483,S000637,U0074,2025-06-08T16:24:35Z,page_view,/cart,
E0001936,S000499,U0157,2025-06-10T06:13:03Z,page_view,/category/shoes,
E0010024,S002555,U0021,2025-06-10T15:52:03Z,page_view,/category/shoes,
E0010025,S002555,U0021,2025-06-10T15:53:38Z,view_item,/product/p0351,P0351
E0010028,S002555,U0021,2025-06-10T15:54:42Z,page_view,/category/beauty,
E0010027,S002555,U0021,2025-06-10T15:56:11Z,page_view,/,
E0010026,S002555,U0021,2025-06-10T15:59:05Z,page_view,/pricing,
E0002846,S000726,U0014,2025-06-11T21:23:52Z,page_view,/category/electronics,
E0002847,S000726,U0014,2025-06-11T21:24:08Z,page_view,/category/electronics,
E0002848,S000726,U0014,2025-06-11T21:25:16Z,page_view,/search,
E0002849,S000726,U0014,2025-06-11T21:25:23Z,view_item,/product/p0054,P0054
E0002850,S000726,U0014,2025-06-11T21:26:58Z,add_to_cart,/product/p0054,P0054
E0002852,S000726,U0014,2025-06-11T21:51:16Z,page_view,/search,
E0002851,S000726,U0014,2025-06-11T22:00:50Z,page_view,/category/beauty,
E0003258,S000830,U0223,2025-06-12T03:03:17Z,page_view,/category/electronics,
E0006460,S001635,U0077,2025-06-12T14:43:43Z,page_view,/,
E0006461,S001635,U0077,2025-06-12T14:44:03Z,page_view,/,
E0006462,S001635,U0077,2025-06-12T14:45:18Z,page_view,/search,
E0006463,S001635,U0077,2025-06-12T14:45:28Z,view_item,/product/p0456,P0456
E0006464,S001635,U0077,2025-06-12T14:56:03Z,page_view,/search,
E0006673,S001694,U0101,2025-06-13T01:49:58Z,page_view,/category/home,
E0006674,S001694,U0101,2025-06-13T01:50:22Z,page_view,/category/home,
E0006675,S001694,U0101,2025-06-13T02:00:33Z,page_view,/category/beauty,
E0002251,S000584,U0003,2025-06-14T09:32:54Z,page_view,/category/beauty,
E0002252,S000584,U0003,2025-06-14T09:33:03Z,page_view,/category/beauty,
E0002253,S000584,U0003,2025-06-14T09:39:42Z,page_view,/pricing,
E0004013,S001024,U0136,2025-06-14T21:02:31Z,page_view,/category/electronics,
E0004014,S001024,U0136,2025-06-14T21:02:45Z,page_view,/category/electronics,
E0004015,S001024,U0136,2025-06-14T21:03:36Z,view_item,/product/p0229,P0229
E0004017,S001024,U0136,2025-06-14T21:07:04Z,page_view,/category/home,
E0004016,S001024,U0136,2025-06-14T21:08:20Z,page_view,/search,
E0005222,S001331,U0235,2025-06-14T23:30:14Z,page_view,/search,
E0005223,S001331,U0235,2025-06-14T23:31:07Z,page_view,/search,
E0005224,S001331,U0235,2025-06-14T23:33:44Z,view_item,/product/p0010,P0010
E0005229,S001331,U0235,2025-06-14T23:35:01Z,page_view,/help,
E0005225,S001331,U0235,2025-06-14T23:35:26Z,add_to_cart,/product/p0010,P0010
E0005230,S001331,U0235,2025-06-14T23:35:35Z,page_view,/category/shoes,
E0005226,S001331,U0235,2025-06-14T23:38:56Z,begin_checkout,/checkout,P0010
E0005227,S001331,U0235,2025-06-14T23:40:30Z,purchase,/thank-you,P0010
E0005228,S001331,U0235,2025-06-14T23:40:33Z,page_view,/category/electronics,
E0008709,S002206,U0125,2025-06-15T08:42:16Z,page_view,/category/electronics,
E0008710,S002206,U0125,2025-06-15T08:42:33Z,page_view,/category/electronics,
E0008713,S002206,U0125,2025-06-15T08:50:04Z,page_view,/cart,
E0008712,S002206,U0125,2025-06-15T08:59:03Z,page_view,/search,
E0008711,S002206,U0125,2025-06-15T09:14:08Z,page_view,/category/shoes,
E0009897,S002520,U0089,2025-06-15T22:57:20Z,page_view,/search,
E0009898,S002520,U0089,2025-06-15T22:57:32Z,page_view,/search,
E0009899,S002520,U0089,2025-06-15T22:59:34Z,page_view,/help,
E0001039,S000266,U0249,2025-06-15T23:16:28Z,page_view,/search,
E0001040,S000266,U0249,2025-06-15T23:16:45Z,page_view,/search,
E0001043,S000266,U0249,2025-06-15T23:18:23Z,page_view,/,
E0001042,S000266,U0249,2025-06-15T23:18:25Z,page_view,/pricing,
E0001041,S000266,U0249,2025-06-15T23:33:04Z,page_view,/category/beauty,
E0009874,S002513,U0158,2025-06-16T04:57:27Z,page_view,/category/home,
E0009875,S002513,U0158,2025-06-16T04:58:17Z,page_view,/category/electronics,
E0005451,S001382,U0046,2025-06-16T05:05:57Z,page_view,/category/beauty,
E0009876,S002513,U0158,2025-06-16T05:06:22Z,page_view,/category/electronics,
E0005452,S001382,U0046,2025-06-16T05:14:40Z,page_view,/cart,
E0003113,S000791,U0101,2025-06-17T02:14:53Z,page_view,/,
E0009652,S002454,U0117,2025-06-17T10:24:20Z,page_view,/category/electronics,
E0009653,S002454,U0117,2025-06-17T10:25:00Z,view_item,/product/p0056,P0056
E0009654,S002454,U0117,2025-06-17T10:48:24Z,page_view,/category/home,
E0006839,S001737,U0045,2025-06-18T07:04:58Z,page_view,/category/shoes,
E0006841,S001737,U0045,2025-06-18T07:09:04Z,page_view,/help,
E0006840,S001737,U0045,2025-06-18T07:11:04Z,page_view,/category/home,
E0006842,S001737,U0045,2025-06-18T07:22:15Z,page_view,/help,
E0005416,S001374,U0138,2025-06-18T23:26:46Z,page_view,/category/electronics,
E0005417,S001374,U0138,2025-06-18T23:26:55Z,page_view,/category/electronics,
E0005421,S001374,U0138,2025-06-18T23:27:49Z,page_view,/search,
E0005422,S001374,U0138,2025-06-18T23:27:56Z,page_view,/,
E0005418,S001374,U0138,2025-06-18T23:28:06Z,page_view,/search,
E0005420,S001374,U0138,2025-06-18T23:28:15Z,page_view,/pricing,
E0005419,S001374,U0138,2025-06-18T23:30:30Z,view_item,/product/p0467,P0467
E0007491,S001904,U0092,2025-06-19T09:12:57Z,page_view,/,
E0007492,S001904,U0092,2025-06-19T09:13:04Z,page_view,/,
E0007493,S001904,U0092,2025-06-19T09:14:44Z,page_view,/search,
E0007498,S001904,U0092,2025-06-19T09:14:50Z,page_view,/help,
E0007494,S001904,U0092,2025-06-19T09:16:35Z,view_item,/product/p0253,P0253
E0007495,S001904,U0092,2025-06-19T09:18:24Z,add_to_cart,/product/p0253,P0253
E0007496,S001904,U0092,2025-06-19T09:21:35Z,begin_checkout,/checkout,P0253
E0007497,S001904,U0092,2025-06-19T09:25:29Z,purchase,/thank-you,P0253
E0004557,S001158,U0081,2025-06-19T13:18:43Z,page_view,/category/beauty,
E0004558,S001158,U0081,2025-06-19T13:21:31Z,view_item,/product/p0025,P0025
E0004559,S001158,U0081,2025-06-19T13:34:12Z,page_view,/category/beauty,
E0004561,S001158,U0081,2025-06-19T13:55:40Z,page_view,/category/electronics,
E0004560,S001158,U0081,2025-06-19T13:58:34Z,page_view,/search,
E0006482,S001642,U0072,2025-06-20T15:08:32Z,page_view,/,
E0006483,S001642,U0072,2025-06-20T15:24:30Z,page_view,/category/shoes,
E0006484,S001642,U0072,2025-06-20T15:38:10Z,page_view,/category/beauty,
E0006485,S001642,U0072,2025-06-20T15:42:45Z,page_view,/,
E0006418,S001622,U0037,2025-06-20T17:12:31Z,page_view,/,
E0005655,S001433,U0040,2025-06-21T01:19:20Z,page_view,/category/beauty,
E0005656,S001433,U0040,2025-06-21T01:19:35Z,page_view,/category/beauty,
E0005756,S001457,U0187,2025-06-21T05:54:54Z,page_view,/category/beauty,
E0005757,S001457,U0187,2025-06-21T05:55:11Z,page_view,/category/beauty,
E0005758,S001457,U0187,2025-06-21T06:05:02Z,page_view,/,
E0005760,S001457,U0187,2025-06-21T06:09:24Z,page_view,/category/shoes,
E0005759,S001457,U0187,2025-06-21T06:11:22Z,page_view,/,
E0001850,S000475,U0092,2025-06-22T03:51:06Z,page_view,/,
E0001851,S000475,U0092,2025-06-22T03:51:18Z,page_view,/,
E0001852,S000475,U0092,2025-06-22T03:53:03Z,view_item,/product/p0095,P0095
E0001855,S000475,U0092,2025-06-22T04:09:36Z,page_view,/category/shoes,
E0001854,S000475,U0092,2025-06-22T04:12:01Z,page_view,/search,
E0001853,S000475,U0092,2025-06-22T04:14:40Z,page_view,/category/home,
E0007301,S001856,U0204,2025-06-24T21:59:05Z,page_view,/category/electronics,
E0007302,S001856,U0204,2025-06-24T21:59:23Z,page_view,/category/electronics,
E0007306,S001856,U0204,2025-06-24T22:00:20Z,page_view,/,
E0007303,S001856,U0204,2025-06-24T22:01:55Z,view_item,/product/p0132,P0132
E0007305,S001856,U0204,2025-06-24T22:05:19Z,page_view,/search,
E0007304,S001856,U0204,2025-06-24T22:13:15Z,page_view,/,
E0008755,S002219,U0249,2025-06-26T06:39:14Z,page_view,/category/home,
E0008756,S002219,U0249,2025-06-26T06:39:20Z,page_view,/category/home,
E0008757,S002219,U0249,2025-06-26T06:43:24Z,page_view,/category/beauty,
E0000528,S000135,U0239,2025-06-28T02:52:28Z,page_view,/search,
E0000529,S000135,U0239,2025-06-28T02:52:35Z,page_view,/search,
E0000530,S000135,U0239,2025-06-28T02:55:01Z,view_item,/product/p0246,P0246
E0000531,S000135,U0239,2025-06-28T02:55:55Z,page_view,/,
E0000532,S000135,U0239,2025-06-28T02:57:11Z,page_view,/help,
E0006929,S001757,U0092,2025-06-28T22:32:08Z,page_view,/category/electronics,
E0006930,S001757,U0092,2025-06-28T22:41:34Z,page_view,/category/beauty,
E0006932,S001757,U0092,2025-06-28T22:47:45Z,page_view,/category/home,
E0006931,S001757,U0092,2025-06-28T22:50:45Z,page_view,/category/home,
E0002492,S000639,U0084,2025-06-29T19:14:46Z,page_view,/search,
E0002493,S000639,U0084,2025-06-29T19:27:12Z,page_view,/search,
E0002494,S000639,U0084,2025-06-29T19:28:44Z,page_view,/,
E0002815,S000720,U0180,2025-06-29T20:15:44Z,page_view,/,
E0002816,S000720,U0180,2025-06-29T20:16:02Z,page_view,/,
E0002817,S000720,U0180,2025-06-29T20:26:52Z,page_view,/category/shoes,
E0001971,S000510,U0010,2025-06-29T21:25:45Z,page_view,/,
E0001972,S000510,U0010,2025-06-29T21:26:07Z,page_view,/search,
E0001973,S000510,U0010,2025-06-29T21:29:01Z,view_item,/product/p0152,P0152
E0001974,S000510,U0010,2025-06-29T21:33:30Z,page_view,/search,
E0001976,S000510,U0010,2025-06-29T21:35:50Z,page_view,/,
E0001975,S000510,U0010,2025-06-29T21:35:55Z,page_view,/pricing,
E0005113,S001303,U0244,2025-06-30T01:54:07Z,page_view,/,
E0005114,S001303,U0244,2025-06-30T01:55:34Z,page_view,/search,
E0005115,S001303,U0244,2025-06-30T01:56:37Z,view_item,/product/p0099,P0099
E0005119,S001303,U0244,2025-06-30T01:56:53Z,page_view,/category/beauty,
E0005116,S001303,U0244,2025-06-30T01:58:24Z,add_to_cart,/product/p0099,P0099
E0005117,S001303,U0244,2025-06-30T02:00:40Z,begin_checkout,/checkout,P0099
E0005118,S001303,U0244,2025-06-30T02:03:57Z,purchase,/thank-you,P0099
E0005065,S001290,U0215,2025-06-30T10:32:35Z,page_view,/,
E0005067,S001290,U0215,2025-06-30T11:04:25Z,page_view,/pricing,
E0005066,S001290,U0215,2025-06-30T11:08:10Z,page_view,/help,
E0000262,S000066,U0215,2025-06-30T11:57:44Z,page_view,/search,
E0000263,S000066,U0215,2025-06-30T12:01:23Z,view_item,/product/p0383,P0383
E0000264,S000066,U0215,2025-06-30T12:02:54Z,add_to_cart,/product/p0383,P0383
E0000265,S000066,U0215,2025-06-30T12:06:05Z,begin_checkout,/checkout,P0383
E0000266,S000066,U0215,2025-06-30T12:08:27Z,purchase,/thank-you,P0383
E0000267,S000066,U0215,2025-06-30T12:15:11Z,page_view,/search,
E0006242,S001586,U0239,2025-06-30T16:56:09Z,page_view,/category/home,
E0006243,S001586,U0239,2025-06-30T16:56:18Z,page_view,/category/home,
E0006245,S001586,U0239,2025-06-30T16:57:04Z,view_item,/product/p0412,P0412
E0006246,S001586,U0239,2025-06-30T16:57:11Z,page_view,/pricing,
E0006244,S001586,U0239,2025-06-30T16:57:38Z,page_view,/search,
E0002115,S000546,U0197,2025-07-01T06:34:33Z,page_view,/,
E0002116,S000546,U0197,2025-07-01T06:34:46Z,page_view,/,
E0002118,S000546,U0197,2025-07-01T06:49:09Z,page_view,/pricing,
E0002117,S000546,U0197,2025-07-01T07:07:00Z,page_view,/cart,
E0007836,S001991,U0064,2025-07-02T01:57:53Z,page_view,/search,
E0007837,S001991,U0064,2025-07-02T02:01:00Z,page_view,/category/beauty,
E0000041,S000011,U0223,2025-07-03T21:06:15Z,page_view,/category/shoes,
E0000042,S000011,U0223,2025-07-03T21:06:34Z,page_view,/category/shoes,
E0008636,S002189,U0240,2025-07-04T08:23:41Z,page_view,/,
E0008637,S002189,U0240,2025-07-04T08:23:56Z,page_view,/,
E0008640,S002189,U0240,2025-07-04T08:24:15Z,page_view,/category/beauty,
E0008638,S002189,U0240,2025-07-04T08:29:14Z,page_view,/,
E0008639,S002189,U0240,2025-07-04T08:29:56Z,page_view,/,
E0002600,S000670,U0195,2025-07-04T09:06:27Z,page_view,/category/shoes,
E0002601,S000670,U0195,2025-07-04T09:07:33Z,page_view,/search,
E0002602,S000670,U0195,2025-07-04T09:11:52Z,page_view,/category/electronics,
E0002603,S000670,U0195,2025-07-04T09:20:13Z,page_view,/,
E0008340,S002113,U0032,2025-07-04T23:26:04Z,page_view,/,
E0008341,S002113,U0032,2025-07-04T23:26:10Z,page_view,/,
E0008343,S002113,U0032,2025-07-04T23:27:43Z,page_view,/category/home,
E0008342,S002113,U0032,2025-07-04T23:27:58Z,view_item,/product/p0466,P0466
E0004651,S001179,U0211,2025-07-06T18:29:48Z,page_view,/category/shoes,
